	id	corpus	sentence	token	complexity	class	ppl
417	3VP28W7DUNK10VXG07AU4EATI3SFZ2	bible	Daniel answered, Blessed be the name of God forever and ever; for wisdom and might are his.	wisdom	0.1944444444444444	1	22.768611907958984
594	3CMV9YRYP31X08284WA6BXRNW3RJLK	bible	Doesn't the ear try words, even as the palate tastes its food?	ear	0.171875	1	150.54788208007812
1	34R0BODSP1ZBN3DVY8J8XSIY551E5C	bible	I am a fellow bondservant with you and with your brothers, the prophets, and with those who keep the words of this book.	brothers	0.0	1	19.74673843383789
812	3O71U79SRBPA5T3JR2KZ3BXZSR0MSB	bible	"""Bezalel and Oholiab shall work with every wise-hearted man, in whom Yahweh has put wisdom and understanding to know how to work all the work for the service of the sanctuary, according to all that Yahweh has commanded."""	service	0.16666666666666669	1	27.42840003967285
75	3GONHBMNHVY765PXMUE7Z4U2F60ZMT	bible	He raises his hands against his friends.	hands	0.02777777777777779	1	90.57967376708984
133	3VP28W7DUNK10VXG07AU4EATI5IZFG	bible	I saw, and I heard something like a voice of many angels around the throne, the living creatures, and the elders; and the number of them was ten thousands of ten thousands, and thousands of thousands;	throne	0.14473684210526316	1	18.66969871520996
327	3RWO3EJELH9GWC126ZX7OE4L7ULP19	bible	"""Prepare war against her; arise, and let us go up at noon."	war	0.1973684210526316	1	102.4154281616211
1001	3UOMW19E6D6WQ5TH2HDD74IVKTOC5H	bible	Therefore they stayed there a long time, speaking boldly in the Lord, who testified to the word of his grace, granting signs and wonders to be done by their hands.	grace	0.19642857142857145	1	30.675457000732422
807	3PR3LXCWSFZ3UQ6OW3MHXX8777Q9X2	bible	I will bring them down like the birds of the sky.	birds	0.16666666666666669	1	29.574417114257812
785	3MIVREZQVHY32PO3EMIETYQULYKKQF	bible	"For the Son of God, Jesus Christ, who was preached among you by us, by me, Silvanus, and Timothy, was not ""Yes and no,"" but in him is ""Yes."""	Christ	0.16666666666666669	1	22.871522903442383
645	3UQVX1UPFSHKXGFE8IIVEWDIRUV208	bible	For the king trusts in Yahweh.	trusts	0.15000000000000002	1	118.12065124511719
745	39I4RL8QGJH5BU0XA484D39XXPT4H8	bible	The remnant of Jacob will be in the midst of many peoples, like dew from Yahweh, like showers on the grass, that don't wait for man, nor wait for the sons of men.	showers	0.1607142857142857	1	31.64750862121582
130	3HEM8MA6H9C4DGLJRENMPFCTF8QPQL	bible	that the blessing of Abraham might come on the Gentiles through Christ Jesus; that we might receive the promise of the Spirit through faith.	blessing	0.05555555555555558	1	9.775959968566895
31	32FESTC2NHQDBKJW3ILLFGABJABUCB	bible	He who receives a prophet in the name of a prophet will receive a prophet's reward.	name	0.04999999999999999	1	10.132646560668945
412	3D3B8GE892RYLH4XACC03KM458MP9Z	bible	Penalties are prepared for scoffers, and beatings for the backs of fools.	fools	0.125	1	117.39523315429688
905	3R6RZGK0XFCQR29140DF8T4D058VYF	bible	Esau took his wives from the daughters of Canaan: Adah the daughter of Elon, the Hittite; and Oholibamah the daughter of Anah, the daughter of Zibeon, the Hivite;	wives	0.1842105263157895	1	10.616374969482422
384	3G5RUKN2EC3YIWSKUXZ8ZVH95TGN9W	bible	Sharon is like a desert, and Bashan and Carmel are stripped bare.	desert	0.175	1	133.1732940673828
342	31ODACBENUF1Q81BJVRGKKH42SXQS2	bible	Your tongue plots destruction, like a sharp razor, working deceitfully.	razor	0.10714285714285716	1	223.78656005859375
533	36QZ6V1589DTI18S04BLULET5D3USB	bible	He shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall war in battle with an exceeding great and mighty army; but he shall not stand; for they shall devise devices against him.	courage	0.1388888888888889	1	20.62359046936035
56	3HY86PZXPYICZLCCXLHWU25HTPR1EC	bible	He made its pillars of silver, its bottom of gold, its seat of purple, its midst being paved with love, from the daughters of Jerusalem.	silver	0.125	1	57.731300354003906
859	3TX9T2ZCB913BHJBQWKU82WTD88ZWE	bible	Worship Yahweh in holy array.	Worship	0.175	1	160.3726043701172
577	3JMQI2OLFZ5ALM516D4ALR0ZWC4NDI	bible	Such confidence we have through Christ toward God;	confidence	0.19642857142857145	1	337.9696350097656
956	3TX9T2ZCB913BHJBQWKU82WTD61WZ0	bible	"Haman also said, ""Yes, Esther the queen let no man come in with the king to the banquet that she had prepared but myself; and tomorrow I am also invited by her together with the king."	tomorrow	0.1875	1	57.63258743286133
399	368IUKXGA58B3Y2ZC59OJAV2F5X6PK	bible	From on high has he sent fire into my bones, and it prevails against them; He has spread a net for my feet, he has turned me back: He has made me desolate and faint all the day.	net	0.11842105263157893	1	37.349029541015625
24	3UEBBGULPFOKEW36UKBMNMVEGN9UFS	bible	Happy is everyone who retains her.	everyone	0.0	1	629.4828491210938
568	3SMIWMMK615MPIP1K9LMRAHEBQTUWK	bible	The sons of Rachel, Jacob's wife: Joseph and Benjamin.	wife	0.14285714285714285	1	30.79188346862793
68	3LXX8KJXPW9G0HSWVCZLEKHEV3Q9O2	bible	Truly, Yahweh, the kings of Assyria have laid waste the nations and their lands,	kings	0.02777777777777779	1	26.69293785095215
783	301KG0KX9CLV8GLA6QPGKOCZDBWH2O	bible	"Therefore he poured the fierceness of his anger on him, and the strength of battle; and it set him on fire all around, but he didn't know; and it burned him, but he didn't take it to heart."""	strength	0.16666666666666669	1	18.999242782592773
1037	3XEDXEGFX3OFEWJ4XOOZESZC8UH0KS	bible	He showed me Joshua the high priest standing before the angel of Yahweh, and Satan standing at his right hand to be his adversary.	Satan	0.19642857142857145	1	18.19649314880371
1003	3S1L4CQSFX50ZNP8OFUVNLJK9KCFAW	bible	For the ways of man are before the eyes of Yahweh.	ways	0.19117647058823528	1	40.68254089355469
710	35A1YQPVFEGN38FHUR9ZI7GQXY35I7	bible	You shall cast four rings of gold for it, and put them in its four feet.	feet	0.17857142857142855	1	66.4605484008789
455	3S8APUMBJXJ5IXU0UTURIW3QR2XFBR	bible	By understanding, he established the heavens.	heavens	0.1764705882352941	1	397.0818176269531
878	3SV8KD29L4SCGHPU1I1RKR2YQZZZKE	bible	"So my heavenly Father will also do to you, if you don't each forgive your brother from your hearts for his misdeeds."""	hearts	0.2	1	27.263591766357422
1029	3K3G488TR280K6307ZE8R97CO8KQ5V	bible	I say this to your shame.	shame	0.19642857142857145	1	48.829864501953125
912	3VEI3XUCZRX4PH0J4TCMU5MYBSMPRC	bible	He set three days' journey between himself and Jacob, and Jacob fed the rest of Laban's flocks.	journey	0.17857142857142855	1	50.979248046875
753	3XBXDSS888JYVS7XL0P726Z2716XLM	bible	"God said, ""Let the earth yield grass, herbs yielding seed, and fruit trees bearing fruit after their kind, with its seed in it, on the earth""; and it was so."	grass	0.16249999999999998	1	6.89396858215332
641	3UL5XDRDNCJUE234L5X85IMCU2Y58Z	bible	But if a priest's daughter is a widow, or divorced, and has no child, and has returned to her father's house, as in her youth, she may eat of her father's bread: but no stranger shall eat any of it.	stranger	0.15000000000000002	1	16.56189727783203
168	3UL5XDRDNCJUE234L5X85IMCU2Y852	bible	Don't eat it raw, nor boiled at all with water, but roasted with fire; with its head, its legs and its inner parts.	parts	0.125	1	53.07044219970703
110	38EHZ67RIMS7FOUSW2QIEXEW4G6MGR	bible	"It happened after these things, that his master's wife cast her eyes on Joseph; and she said, ""Lie with me."""	eyes	0.04999999999999999	1	36.88165283203125
317	35U0MRQMUJ7EXO5ZYD4H626BMTDVO4	bible	The cedars in the garden of God could not hide it; the fir trees were not like its boughs, and the plane trees were not as its branches; nor was any tree in the garden of God like it in its beauty.	beauty	0.2	1	17.053003311157227
652	3M93N4X8HKNK4LXYO577NJ5IOX5SJD	bible	For he built again the high places which Hezekiah his father had destroyed; and he reared up altars for Baal, and made an Asherah, as did Ahab king of Israel, and worshiped all the army of the sky, and served them.	sky	0.15000000000000002	1	19.479507446289062
177	3KL228NDMVMCP0UPBQD2ZKMSFBBKGK	bible	"Laban said to Jacob, ""Because you are my brother, should you therefore serve me for nothing?"	brother	0.07500000000000001	1	37.5002555847168
44	324N5FAHSXBV7XKK0LCOZLP22QTVKE	bible	The priest shall lay them in order on the wood that is on the fire which is on the altar,	wood	0.025000000000000026	1	24.53119659423828
8	3KTCJ4SCVG1AB94PEJ5F7AAQ2RNM1R	bible	Moreover Yahweh will deliver Israel also with you into the hand of the Philistines; and tomorrow you and your sons will be with me.	sons	0.1607142857142857	1	20.543729782104492
947	304QEQWKZPKY4N4JVGGSL9GLSX0O05	bible	But the flesh of the bull, and its skin, and its dung, you shall burn with fire outside of the camp: it is a sin offering.	camp	0.1842105263157895	1	16.709440231323242
347	3XEIP58NL0NN0N7CMIDSZRFDFZSZL5	bible	Sing, heavens; and be joyful, earth; and break forth into singing, mountains: for Yahweh has comforted his people, and will have compassion on his afflicted.	earth	0.16666666666666669	1	19.535350799560547
693	3H781YYV6TID85OLZ41608OCL6ATE1	bible	All the people saw the pillar of cloud stand at the door of the Tent, and all the people rose up and worshiped, everyone at their tent door.	Tent	0.15384615384615385	1	24.114795684814453
26	3XABXM4AJ15J7OM25XLB3TH3QWUQ82	bible	"Yet will I leave seven thousand in Israel, all the knees which have not bowed to Baal, and every mouth which has not kissed him."""	knees	0.0	1	46.07537841796875
497	3IJ95K7NDXCDX6FS835IRC3W94KNGS	bible	They made signs to his father, what he would have him called.	father	0.1388888888888889	1	141.27609252929688
226	3MJ9GGZYO36GYTDW0KFO32PV0E72AV	bible	"""You shall have no other gods before me."	gods	0.13333333333333336	1	7.247593402862549
726	372AGES0I459YQ2AQKM3OI81DTVRX6	bible	"""The trees said to the vine, 'Come and reign over us.'"	vine	0.1607142857142857	1	34.073455810546875
869	3MDKGGG61QN9VQV6TMI8OKWZ4AU6T5	bible	Go to the ant, you sluggard.	ant	0.175	1	72.99340057373047
846	33EEIIWHK77HI0IFDQWLV71B1UEQVQ	bible	But I have a few things against you, because you have there some who hold the teaching of Balaam, who taught Balak to throw a stumbling block before the children of Israel, to eat things sacrificed to idols, and to commit sexual immorality.	teaching	0.17307692307692307	1	18.95952606201172
563	3D5G8J4N5A4UAGA7UUQG0CCYL3QTVO	bible	Now after some years, I came to bring gifts for the needy to my nation, and offerings;	nation	0.171875	1	105.63687133789062
946	341H3G5YF0EA3RIQXPR917NPC3TZ0C	bible	Therefore thus says the Lord Yahweh: Behold, I am against Pharaoh king of Egypt, and will break his arms, the strong [arm], and that which was broken; and I will cause the sword to fall out of his hand.	arms	0.18333333333333332	1	14.73585033416748
713	3ECKRY5B1QWLAMZ61FGF7BNLYXAZI7	bible	The young lions roar after their prey, and seek their food from God.	lions	0.1607142857142857	1	124.99946594238281
356	3GL25Y6843UI1APILCQM2JER746XMU	bible	"Moses said to Hobab, the son of Reuel the Midianite, Moses' father-in-law, ""We are journeying to the place of which Yahweh said, 'I will give it to you.'"	son	0.15789473684210525	1	11.126351356506348
303	33NKDW9FFXI5SODR8NW8ZN9FDSTCXM	bible	In that day the beautiful virgins and the young men will faint for thirst.	thirst	0.09999999999999998	1	59.12601089477539
368	3VAOOVPI3ZS3VYQ87HMJRC4F0S2LLU	bible	The man called his wife Eve, because she was the mother of all living.	Eve	0.1111111111111111	1	15.148990631103516
1086	39RRBHZ0AU1QWSJ60MFYM0DF6ZCZVA	bible	The Nazirite shall shave the head of his separation at the door of the Tent of Meeting, and shall take the hair of the head of his separation, and put it on the fire which is under the sacrifice of peace offerings.	offerings	0.2	1	15.662537574768066
21	3Y3CZJSZ9KT0W7I0KE38WZHHKUM5RB	bible	"But for the cowardly, unbelieving, sinners, abominable, murderers, sexually immoral, sorcerers, idolaters, and all liars, their part is in the lake that burns with fire and sulfur, which is the second death."""	fire	0.13333333333333336	1	3.616245746612549
345	36BTXXLZ2V8I0OE069KYR7B3KWR4R1	bible	"He will turn the hearts of the fathers to the children, and the hearts of the children to their fathers, lest I come and strike the earth with a curse."""	earth	0.10714285714285716	1	2.9785983562469482
191	37ZQELHEQ0YDPGBEJ63D4HNT5QWNM0	bible	Yahweh's curse is in the house of the wicked, but he blesses the habitation of the righteous.	curse	0.07500000000000001	1	16.729175567626953
386	39I4RL8QGJH5BU0XA484D39XXNH4HS	bible	Our fathers found no food.	fathers	0.16666666666666669	1	294.8609619140625
