	id	corpus	sentence	token	complexity	class	ppl_aspect_only
112	3VZYA8PITOYCWDY1Q1KTC3GUB4S05D	bible	I will give thanks to you with uprightness of heart, when I learn your righteous judgments.	righteous judgments	0.225	2	441.2232666015625
113	3C8QQOM6JP115XI2MEP6ZWCNJO8ILD	bible	Yahweh, a merciful and gracious God, slow to anger, and abundant in loving kindness and truth,	gracious God	0.23214285714285715	2	38.7989387512207
114	3B9XR6P1WEVLNZGWDJLCXUVIK9JBJV	bible	The threshing floors will be full of wheat, and the vats will overflow with new wine and oil.	new wine	0.23214285714285715	2	1840.59765625
115	3AXFSPQOYQYB0GSCIL78GKM3Z7CFJI	bible	and shall eat the fruit of your livestock, and the fruit of your ground, until you are destroyed; that also shall not leave you grain, new wine, or oil, the increase of your livestock, or the young of your flock, until they have caused you to perish.	new wine	0.40909090909090906	3	57033.5546875
116	34F34TZU7WZRZMG0UQS1W1SEQ372JL	bible	He went out the second day, and behold, two men of the Hebrews were fighting with each other.	second day	0.2333333333333333	2	148.55596923828125
117	3UY4PIS8QRLGTRPPQKKFKPZQ7HXN1S	bible	The king spoke and said to the wise men of Babylon, Whoever shall read this writing, and show me its interpretation, shall be clothed with purple, and have a chain of gold about his neck, and shall be the third ruler in the kingdom.	third ruler	0.2333333333333333	2	270.7565612792969
118	3QQUBC64ZEEOJSAIXD5MFY3RCWCXNU	bible	The earth and all its inhabitants quake.	inhabitants quake	0.2333333333333333	2	3.452533483505249
119	3ICOHX7ENCBCSWRU12DWGXM7OXR0EE	bible	They had then a notable prisoner, called Barabbas.	notable prisoner	0.2361111111111111	2	15423.287109375
120	32PT7WK7DMF3HICROUKVCD2TRXA3DJ	bible	"Now hear me therefore, and send back the captives, that you have taken captive from your brothers; for the fierce wrath of Yahweh is on you."""	fierce wrath	0.2361111111111111	2	7427.83349609375
121	3TLFH2L6Y9OLDPC56K65Y7FNO5Y2TQ	bible	Because you didn't obey the voice of Yahweh, and didn't execute his fierce wrath on Amalek, therefore Yahweh has done this thing to you this day.	fierce wrath	0.33333333333333337	2	5070.0068359375
122	338GLSUI43B4ZJB25FGM8LDQVQOFSX	bible	But first, he must suffer many things and be rejected by this generation.	many things	0.2361111111111111	2	1131.5130615234375
123	33NOQL7T9OZSLGNTST4OUMT7V1B8ZE	bible	A loving doe and a graceful deer-- let her breasts satisfy you at all times.	graceful deer	0.2361111111111111	2	593.7344360351562
124	3YD0MU1NC21NKUA26WWJZT63BWZA7T	bible	and whoever doesn't fall down and worship shall be cast into the midst of a burning fiery furnace.	fiery furnace	0.2368421052631579	2	69.53221893310547
125	3CMIQF80GNQW3A3ECIODJFLCK306QW	bible	These three men, Shadrach, Meshach, and Abednego, fell down bound into the midst of the burning fiery furnace.	fiery furnace	0.325	2	357.7190246582031
126	3HYV4299H0WUALWXW6QB9CSP7V38E9	bible	For we have spent enough of our past time doing the desire of the Gentiles, and having walked in lewdness, lusts, drunken binges, orgies, carousings, and abominable idolatries.	drunken binges	0.2368421052631579	2	18.200580596923828
127	3UEDKCTP9VQTW7JOIN98T79ZG8T7K5	bible	He shall put on the holy linen coat, and he shall have the linen breeches on his body, and shall put on the linen sash, and he shall be clothed with the linen turban.	linen sash	0.25	2	59.65632247924805
128	37NXA7GVST66R322LLOPEL2HRQ4VLN	bible	They shall eat it with bitter herbs.	bitter herbs	0.25	2	1361.322998046875
129	3CMIQF80GNQW3A3ECIODJFLCK30Q6G	bible	In the second month, on the fourteenth day at evening they shall keep it; they shall eat it with unleavened bread and bitter herbs.	bitter herbs	0.3666666666666667	2	1954.427734375
130	3VI0PC2ZAYK61DAUYS5ZUN3W26HXO9	bible	The natives showed us uncommon kindness; for they kindled a fire, and received us all, because of the present rain, and because of the cold.	uncommon kindness	0.25	2	109914.296875
131	3FVBZG9CLJEOC6IWR3L210JKGDJ0HU	bible	Why have they provoked me to anger with their engraved images, and with foreign vanities?	engraved images	0.25	2	906060.0
132	31D0ZWOD0AZ92JAILXBAKEWG3ITA0T	bible	I will cut off your engraved images and your pillars out of your midst; and you shall no more worship the work of your hands.	engraved images	0.2666666666666667	2	9846521.0
133	3QI9WAYOGQB8GQIR4MDIEF0D2RL6SL	bible	As my hand has found the kingdoms of the idols, whose engraved images exceeded those of Jerusalem and of Samaria;	engraved images	0.4166666666666666	3	53144.0859375
134	3APP19WN71E5QL909MJ1P1HAEGRG6B	bible	Therefore behold, the days come, says Yahweh, that I will execute judgment on her engraved images; and through all her land the wounded shall groan.	engraved images	0.4166666666666666	3	84264856.0
135	3T6EIBTM9LO53W80DZ839K8TC45AAK	bible	But the wicked are like the troubled sea; for it can't rest, and its waters cast up mire and dirt.	troubled sea	0.25	2	65021.59375
136	3HXK2V1N4KFH8KQZMK7YZO0YYBQ2GH	bible	"But it happened after a while, in the time of wheat harvest, that Samson visited his wife with a young goat; and he said, ""I will go in to my wife into the room."""	wheat harvest	0.25	2	13878.3046875
137	3OWZNK3RYLP0D2RU6PWF331P7J52UH	bible	The west border was to the shore of the great sea.	west border	0.25	2	10751.0087890625
