	id	corpus	sentence	token	complexity	class	ppl
816	3EKTG13IZU3N1G8T7TNYRPJ40XSLMW	bible	who before were disobedient, when God waited patiently in the days of Noah, while the ship was being built.	ship	0.16666666666666669	1	29187.451171875
333	3HEM8MA6H9C4DGLJRENMPFCTF8KQPG	bible	"The king of Israel said to Jehoshaphat, ""There is yet one man by whom we may inquire of Yahweh, Micaiah the son of Imlah; but I hate him; for he does not prophesy good concerning me, but evil."""	king	0.14705882352941174	1	3251.228515625
446	3RIHDBQ1NEYLFKP3G880ZXQXJGDMHK	bible	This was the length of Sarah's life.	length	0.125	1	11021.8017578125
982	3PA41K45VN4U7YG4VFEGPOVYAIT7P0	bible	"Abraham said to his servant, the elder of his house, who ruled over all that he had, ""Please put your hand under my thigh."	thigh	0.19117647058823528	1	9.464460372924805
87	3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM	bible	but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:	images	0.17105263157894735	1	8.338427543640137
1047	3YO4AH2FPDK1PZHZAT8WAEBL7YIQ0F	bible	so that Yahweh could no longer bear, because of the evil of your doings, and because of the abominations which you have committed; therefore your land has become a desolation, and an astonishment, and a curse, without inhabitant, as it is this day.	doings	0.1973684210526316	1	18.983163833618164
19	3ZG552ORAM40QHGUBF6KZP38LOI2V6	bible	"""They shall go forth, and look on the dead bodies of the men who have transgressed against me: for their worm shall not die, neither shall their fire be quenched; and they will be loathsome to all mankind."""	fire	0.05555555555555558	1	1.0143120288848877
657	3W3RSPVVGSR6EOD2GVEKIZ0YDHILU7	bible	because of the day that comes to destroy all the Philistines, to cut off from Tyre and Sidon every helper who remains: for Yahweh will destroy the Philistines, the remnant of the isle of Caphtor.	day	0.15000000000000002	1	3201.01806640625
545	3NKW03WTLM7UXPIK301HH9KP85TWQN	bible	But now, Yahweh, you are our Father; we are the clay, and you our potter; and we all are the work of your hand.	clay	0.1388888888888889	1	671.7022705078125
968	3A9LA2FRWSEW9WO7UFA9AE6VQILXHZ	bible	One will say to him, 'What are these wounds between your arms?'	wounds	0.1875	1	385.3662109375
814	3DWGDA5POF4T1WYYSB66U6T3TK01VO	bible	As for the saints who are in the earth, they are the excellent ones in whom is all my delight.	ones	0.16666666666666669	1	11.48004150390625
619	3WRAAIUSBJZHZ9GTO90HTSJRDP7XA4	bible	He is their help and their shield.	shield	0.15625	1	13.325090408325195
957	3XWUWJ18TLQ9XE0WP96L9MWHQ86UU5	bible	When I break your staff of bread, ten women shall bake your bread in one oven, and they shall deliver your bread again by weight: and you shall eat, and not be satisfied.	oven	0.1875	1	5.2112650871276855
664	3NI0WFPPI9G8FHYFVKUY49UU7X706T	bible	Moreover I have seen the oppression with which the Egyptians oppress them.	Egyptians	0.15000000000000002	1	431.86224365234375
841	3DQYSJDTYLBKPMX54E23PB9IY2TXEJ	bible	For as the sufferings of Christ abound to us, even so our comfort also abounds through Christ.	comfort	0.171875	1	352.0868225097656
65	3ACRLU860NEDCJU4ZIAL0EIQF1NEBD	bible	They were like the grass of the field, and like the green herb, like the grass on the housetops, and like a field before its crop has grown.	crop	0.02777777777777779	1	580.1930541992188
607	39WSF6KUV2LXVDJD3NF76YIPM06OER	bible	When men arose early in the morning, behold, these were all dead bodies.	bodies	0.14705882352941174	1	41.25213623046875
529	3XEIP58NL0NN0N7CMIDSZRFDF1AZLR	bible	"Set an ambush for the city behind it."""	ambush	0.1388888888888889	1	33832.92578125
921	3566S7OX5DJRQ6X2AD3QOSD072N71W	bible	On the second day were gathered together the heads of fathers' households of all the people, the priests, and the Levites, to Ezra the scribe, even to give attention to the words of the law.	households	0.17857142857142855	1	56.30732727050781
53	3S37Y8CWI80N8KVM53U4E6JKCDBW45	bible	You will weep no more.	weep	0.025000000000000026	1	67780.84375
257	3IKDQS3DQE082TOW91W7WDM0PDPCII	bible	Say now to the rebellious house, Don't you know what these things mean?	things	0.16666666666666669	1	23.26778793334961
1005	3KQC8JMJGCSKTYHTAQ3L3YHRJP2H35	bible	His sweat became like great drops of blood falling down on the ground.	drops	0.1923076923076923	1	54.45414733886719
9	31J7RYECZLQQ5RM4E7407XV12K1L1O	bible	The sons of Perez: Hezron, and Hamul.	sons	0.1607142857142857	1	38921.55859375
784	366FYU4PTGPE5MYY5VNEZH1G2VWEKX	bible	you who rejoice in a thing of nothing, who say, 'Haven't we taken for ourselves horns by our own strength?'	strength	0.16666666666666669	1	8.156615257263184
522	371DNNCG442WZ4EUM1F68YSQA5PT8J	bible	Now there were some present at the same time who told him about the Galileans, whose blood Pilate had mixed with their sacrifices.	blood	0.1607142857142857	1	316.6231689453125
76	39N6W9XWRDN795J6F5ET8S13DQEYGN	bible	For every head is bald, and every beard clipped: on all the hands are cuttings, and on the waist sackcloth.	hands	0.19117647058823528	1	184.18943786621094
1081	3421H3BM9AH2Z61ZFZ7G6O0SW7Z9JY	bible	Therefore I will look in triumph at those who hate me.	triumph	0.2	1	185140.09375
755	3W9XHF7WGKVGU5GVVQC9Y31H536TKL	bible	"""A Redeemer will come to Zion, and to those who turn from disobedience in Jacob,"" says Yahweh."	disobedience	0.16304347826086954	1	3931.69091796875
295	37VHPF5VYC3FDNCJ0FKGJOSMMJK8CA	bible	"All testified about him, and wondered at the gracious words which proceeded out of his mouth, and they said, ""Isn't this Joseph's son?"""	mouth	0.1375	1	1.192981243133545
73	3ZFRE2BDQ9EI0HO101GGALA0M8OXZB	bible	No one puts a piece of unshrunk cloth on an old garment; for the patch would tear away from the garment, and a worse hole is made.	cloth	0.02777777777777779	1	630.8467407226562
799	30OITAWPBQ368069RZ4VUBKDJHC9HE	bible	"They said to him, ""Please ask counsel of God, that we may know whether our way which we go shall be prosperous."""	counsel	0.16666666666666669	1	36995.65234375
906	3IJ95K7NDXCDX6FS835IRC3W96BNGN	bible	I gave you your master's house, and your master's wives into your bosom, and gave you the house of Israel and of Judah; and if that would have been too little, I would have added to you many more such things.	wives	0.2	1	137.24978637695312
161	3R5OYNIC2C9H5WDB8IHHUKNGZFPPTZ	bible	There will be a pavilion for a shade in the daytime from the heat, and for a refuge and for a shelter from storm and from rain.	refuge	0.07500000000000001	1	2696.437744140625
879	3TKXBROM5TAVA7U2JTDTJHZVFZXJI6	bible	The refining pot is for silver, and the furnace for gold, but Yahweh tests the hearts.	hearts	0.2	1	59.97783660888672
708	391JB9X4ZY8CHAQBMTBXCP6PBXHMKO	bible	The foundations of the city's wall were adorned with all kinds of precious stones.	kinds	0.15789473684210525	1	4.316740036010742
1019	3B6F54KMR2CD94HUYG11JJ9WUG01SD	bible	"But, ""In Isaac will your seed be called."""	Isaac	0.19642857142857145	1	165027.171875
826	3T5ZXGO9DEOYRKNPENLOGDE7P51ZQG	bible	then beware lest you forget Yahweh, who brought you forth out of the land of Egypt, out of the house of bondage.	Egypt	0.171875	1	1.0418946743011475
25	3DFYDSXB2W00JYP2DA272KN69UQJUK	bible	"For everyone who exalts himself will be humbled, and whoever humbles himself will be exalted."""	everyone	0.16666666666666669	1	578.6480102539062
963	3YLPJ8OXX8D2XK0CF8QQGPXRLFHX4Z	bible	There he built an altar to Yahweh and called on the name of Yahweh.	altar	0.1875	1	30.968202590942383
288	3SU800BH86SH5LTF80MGZLZSNNCUQC	bible	their meal offering and their drink offerings for the bull, for the ram, and for the lambs, shall be according to their number, after the ordinance:	lambs	0.09999999999999998	1	19.292152404785156
861	3TZ0XG8CBUKDFP5GOVAPHYREGYM98Z	bible	When Yahweh raised them up judges, then Yahweh was with the judge, and saved them out of the hand of their enemies all the days of the judge: for it grieved Yahweh because of their groaning by reason of those who oppressed them and troubled them.	judges	0.175	1	279908.28125
62	3BC9H1KCYUC36R96UAIBUVNR7EAWYQ	bible	Solomon gathered chariots and horsemen: and he had one thousand four hundred chariots, and twelve thousand horsemen, that he placed in the chariot cities, and with the king at Jerusalem.	cities	0.09999999999999998	1	1021.1173706054688
459	3EPG8DX9LKQFKU2L7MZJR4H2JCY5PJ	bible	At the noise of the stamping of the hoofs of his strong ones, at the rushing of his chariots, at the rumbling of his wheels, the fathers don't look back to their children for feebleness of hands;	hoofs	0.125	1	5.6028218269348145
1061	3PKJ68EHDNWVECJIDBV8J5YGFMIJHD	bible	You shall not rule over him with harshness, but shall fear your God.	harshness	0.2	1	10.004765510559082
865	36U4VBVNQODHHM8FLFBG4B9XJBKURN	bible	You shall know also that your seed shall be great, Your offspring as the grass of the earth.	offspring	0.175	1	11.090874671936035
0	3ZLW647WALVGE8EBR50EGUBPU4P32A	bible	Behold, there came up out of the river seven cattle, sleek and fat, and they fed in the marsh grass.	river	0.0	1	330.75860595703125
587	3UEDKCTP9VQTW7JOIN98T79ZG8SK7H	bible	It happened at the end of twenty years, in which Solomon had built the two houses, the house of Yahweh and the king's house	houses	0.14285714285714285	1	39.45457077026367
467	3MJ28H2Y1E8XZUQKSMM424CC972O5L	bible	His left hand is under my head.	head	0.125	1	19.272445678710938
919	3ZRKL6Z1E83ADJ7XGZM4Q6D2W5ISG3	bible	Better is a handful, with quietness, than two handfuls with labor and chasing after wind.	handfuls	0.17857142857142855	1	1.0206270217895508
585	367O8HRHKG8U13EDLYK3HHGZ6YA4SP	bible	For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.	eagle	0.14285714285714285	1	1.2155917882919312
391	334ZEL5JX6FY5WOV4IZCVFM4NRASOR	bible	Behold, I will crush you in your place, as a cart crushes that is full of grain.	place	0.15625	1	146.02975463867188
907	33N1S8XHHMLAAG38T8V9FC6ZHTNZ1Z	bible	and they came up against Judah, and broke into it, and carried away all the substance that was found in the king's house, and his sons also, and his wives; so that there was never a son left him, except Jehoahaz, the youngest of his sons.	wives	0.2	1	20.480838775634766
653	3BFNCI9LYKQN09BHXHH9CLSX5M173O	bible	"Then Yahweh said to Moses, ""Behold, I will rain bread from the sky for you, and the people shall go out and gather a day's portion every day, that I may test them, whether they will walk in my law, or not."	sky	0.15625	1	5.995577335357666
417	3VP28W7DUNK10VXG07AU4EATI3SFZ2	bible	Daniel answered, Blessed be the name of God forever and ever; for wisdom and might are his.	wisdom	0.1944444444444444	1	10312.064453125
594	3CMV9YRYP31X08284WA6BXRNW3RJLK	bible	Doesn't the ear try words, even as the palate tastes its food?	ear	0.171875	1	27430.81640625
1	34R0BODSP1ZBN3DVY8J8XSIY551E5C	bible	I am a fellow bondservant with you and with your brothers, the prophets, and with those who keep the words of this book.	brothers	0.0	1	30.373214721679688
812	3O71U79SRBPA5T3JR2KZ3BXZSR0MSB	bible	"""Bezalel and Oholiab shall work with every wise-hearted man, in whom Yahweh has put wisdom and understanding to know how to work all the work for the service of the sanctuary, according to all that Yahweh has commanded."""	service	0.16666666666666669	1	125.54520416259766
75	3GONHBMNHVY765PXMUE7Z4U2F60ZMT	bible	He raises his hands against his friends.	hands	0.02777777777777779	1	10.689053535461426
133	3VP28W7DUNK10VXG07AU4EATI5IZFG	bible	I saw, and I heard something like a voice of many angels around the throne, the living creatures, and the elders; and the number of them was ten thousands of ten thousands, and thousands of thousands;	throne	0.14473684210526316	1	17.73579216003418
327	3RWO3EJELH9GWC126ZX7OE4L7ULP19	bible	"""Prepare war against her; arise, and let us go up at noon."	war	0.1973684210526316	1	34533.6953125
1001	3UOMW19E6D6WQ5TH2HDD74IVKTOC5H	bible	Therefore they stayed there a long time, speaking boldly in the Lord, who testified to the word of his grace, granting signs and wonders to be done by their hands.	grace	0.19642857142857145	1	4.742767333984375
807	3PR3LXCWSFZ3UQ6OW3MHXX8777Q9X2	bible	I will bring them down like the birds of the sky.	birds	0.16666666666666669	1	677.4219360351562
785	3MIVREZQVHY32PO3EMIETYQULYKKQF	bible	"For the Son of God, Jesus Christ, who was preached among you by us, by me, Silvanus, and Timothy, was not ""Yes and no,"" but in him is ""Yes."""	Christ	0.16666666666666669	1	1.327789068222046
645	3UQVX1UPFSHKXGFE8IIVEWDIRUV208	bible	For the king trusts in Yahweh.	trusts	0.15000000000000002	1	668443.625
745	39I4RL8QGJH5BU0XA484D39XXPT4H8	bible	The remnant of Jacob will be in the midst of many peoples, like dew from Yahweh, like showers on the grass, that don't wait for man, nor wait for the sons of men.	showers	0.1607142857142857	1	647.7171020507812
130	3HEM8MA6H9C4DGLJRENMPFCTF8QPQL	bible	that the blessing of Abraham might come on the Gentiles through Christ Jesus; that we might receive the promise of the Spirit through faith.	blessing	0.05555555555555558	1	38688.78125
31	32FESTC2NHQDBKJW3ILLFGABJABUCB	bible	He who receives a prophet in the name of a prophet will receive a prophet's reward.	name	0.04999999999999999	1	3.8961520195007324
412	3D3B8GE892RYLH4XACC03KM458MP9Z	bible	Penalties are prepared for scoffers, and beatings for the backs of fools.	fools	0.125	1	19.40435028076172
905	3R6RZGK0XFCQR29140DF8T4D058VYF	bible	Esau took his wives from the daughters of Canaan: Adah the daughter of Elon, the Hittite; and Oholibamah the daughter of Anah, the daughter of Zibeon, the Hivite;	wives	0.1842105263157895	1	2052.537353515625
384	3G5RUKN2EC3YIWSKUXZ8ZVH95TGN9W	bible	Sharon is like a desert, and Bashan and Carmel are stripped bare.	desert	0.175	1	287.059326171875
342	31ODACBENUF1Q81BJVRGKKH42SXQS2	bible	Your tongue plots destruction, like a sharp razor, working deceitfully.	razor	0.10714285714285716	1	265.8800964355469
533	36QZ6V1589DTI18S04BLULET5D3USB	bible	He shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall war in battle with an exceeding great and mighty army; but he shall not stand; for they shall devise devices against him.	courage	0.1388888888888889	1	352.2122497558594
56	3HY86PZXPYICZLCCXLHWU25HTPR1EC	bible	He made its pillars of silver, its bottom of gold, its seat of purple, its midst being paved with love, from the daughters of Jerusalem.	silver	0.125	1	199.47360229492188
859	3TX9T2ZCB913BHJBQWKU82WTD88ZWE	bible	Worship Yahweh in holy array.	Worship	0.175	1	3071.53271484375
577	3JMQI2OLFZ5ALM516D4ALR0ZWC4NDI	bible	Such confidence we have through Christ toward God;	confidence	0.19642857142857145	1	24691.8671875
956	3TX9T2ZCB913BHJBQWKU82WTD61WZ0	bible	"Haman also said, ""Yes, Esther the queen let no man come in with the king to the banquet that she had prepared but myself; and tomorrow I am also invited by her together with the king."	tomorrow	0.1875	1	13262.8291015625
399	368IUKXGA58B3Y2ZC59OJAV2F5X6PK	bible	From on high has he sent fire into my bones, and it prevails against them; He has spread a net for my feet, he has turned me back: He has made me desolate and faint all the day.	net	0.11842105263157893	1	23.781354904174805
24	3UEBBGULPFOKEW36UKBMNMVEGN9UFS	bible	Happy is everyone who retains her.	everyone	0.0	1	1253.2845458984375
568	3SMIWMMK615MPIP1K9LMRAHEBQTUWK	bible	The sons of Rachel, Jacob's wife: Joseph and Benjamin.	wife	0.14285714285714285	1	12.554032325744629
68	3LXX8KJXPW9G0HSWVCZLEKHEV3Q9O2	bible	Truly, Yahweh, the kings of Assyria have laid waste the nations and their lands,	kings	0.02777777777777779	1	51478.71484375
783	301KG0KX9CLV8GLA6QPGKOCZDBWH2O	bible	"Therefore he poured the fierceness of his anger on him, and the strength of battle; and it set him on fire all around, but he didn't know; and it burned him, but he didn't take it to heart."""	strength	0.16666666666666669	1	222.05360412597656
1037	3XEDXEGFX3OFEWJ4XOOZESZC8UH0KS	bible	He showed me Joshua the high priest standing before the angel of Yahweh, and Satan standing at his right hand to be his adversary.	Satan	0.19642857142857145	1	305.28515625
1003	3S1L4CQSFX50ZNP8OFUVNLJK9KCFAW	bible	For the ways of man are before the eyes of Yahweh.	ways	0.19117647058823528	1	53174.859375
710	35A1YQPVFEGN38FHUR9ZI7GQXY35I7	bible	You shall cast four rings of gold for it, and put them in its four feet.	feet	0.17857142857142855	1	29.7031192779541
455	3S8APUMBJXJ5IXU0UTURIW3QR2XFBR	bible	By understanding, he established the heavens.	heavens	0.1764705882352941	1	937.765625
878	3SV8KD29L4SCGHPU1I1RKR2YQZZZKE	bible	"So my heavenly Father will also do to you, if you don't each forgive your brother from your hearts for his misdeeds."""	hearts	0.2	1	99.75435638427734
1029	3K3G488TR280K6307ZE8R97CO8KQ5V	bible	I say this to your shame.	shame	0.19642857142857145	1	39.150634765625
912	3VEI3XUCZRX4PH0J4TCMU5MYBSMPRC	bible	He set three days' journey between himself and Jacob, and Jacob fed the rest of Laban's flocks.	journey	0.17857142857142855	1	4663.3564453125
753	3XBXDSS888JYVS7XL0P726Z2716XLM	bible	"God said, ""Let the earth yield grass, herbs yielding seed, and fruit trees bearing fruit after their kind, with its seed in it, on the earth""; and it was so."	grass	0.16249999999999998	1	3572.206298828125
641	3UL5XDRDNCJUE234L5X85IMCU2Y58Z	bible	But if a priest's daughter is a widow, or divorced, and has no child, and has returned to her father's house, as in her youth, she may eat of her father's bread: but no stranger shall eat any of it.	stranger	0.15000000000000002	1	148.74386596679688
168	3UL5XDRDNCJUE234L5X85IMCU2Y852	bible	Don't eat it raw, nor boiled at all with water, but roasted with fire; with its head, its legs and its inner parts.	parts	0.125	1	5.597414493560791
110	38EHZ67RIMS7FOUSW2QIEXEW4G6MGR	bible	"It happened after these things, that his master's wife cast her eyes on Joseph; and she said, ""Lie with me."""	eyes	0.04999999999999999	1	2.086825132369995
317	35U0MRQMUJ7EXO5ZYD4H626BMTDVO4	bible	The cedars in the garden of God could not hide it; the fir trees were not like its boughs, and the plane trees were not as its branches; nor was any tree in the garden of God like it in its beauty.	beauty	0.2	1	8.728331565856934
652	3M93N4X8HKNK4LXYO577NJ5IOX5SJD	bible	For he built again the high places which Hezekiah his father had destroyed; and he reared up altars for Baal, and made an Asherah, as did Ahab king of Israel, and worshiped all the army of the sky, and served them.	sky	0.15000000000000002	1	1182.013916015625
177	3KL228NDMVMCP0UPBQD2ZKMSFBBKGK	bible	"Laban said to Jacob, ""Because you are my brother, should you therefore serve me for nothing?"	brother	0.07500000000000001	1	4.153219223022461
44	324N5FAHSXBV7XKK0LCOZLP22QTVKE	bible	The priest shall lay them in order on the wood that is on the fire which is on the altar,	wood	0.025000000000000026	1	321.2687072753906
8	3KTCJ4SCVG1AB94PEJ5F7AAQ2RNM1R	bible	Moreover Yahweh will deliver Israel also with you into the hand of the Philistines; and tomorrow you and your sons will be with me.	sons	0.1607142857142857	1	4.535989284515381
947	304QEQWKZPKY4N4JVGGSL9GLSX0O05	bible	But the flesh of the bull, and its skin, and its dung, you shall burn with fire outside of the camp: it is a sin offering.	camp	0.1842105263157895	1	6.1205973625183105
347	3XEIP58NL0NN0N7CMIDSZRFDFZSZL5	bible	Sing, heavens; and be joyful, earth; and break forth into singing, mountains: for Yahweh has comforted his people, and will have compassion on his afflicted.	earth	0.16666666666666669	1	8341.810546875
693	3H781YYV6TID85OLZ41608OCL6ATE1	bible	All the people saw the pillar of cloud stand at the door of the Tent, and all the people rose up and worshiped, everyone at their tent door.	Tent	0.15384615384615385	1	8655.8486328125
26	3XABXM4AJ15J7OM25XLB3TH3QWUQ82	bible	"Yet will I leave seven thousand in Israel, all the knees which have not bowed to Baal, and every mouth which has not kissed him."""	knees	0.0	1	554092.125
497	3IJ95K7NDXCDX6FS835IRC3W94KNGS	bible	They made signs to his father, what he would have him called.	father	0.1388888888888889	1	27.264314651489258
226	3MJ9GGZYO36GYTDW0KFO32PV0E72AV	bible	"""You shall have no other gods before me."	gods	0.13333333333333336	1	1.2431280612945557
726	372AGES0I459YQ2AQKM3OI81DTVRX6	bible	"""The trees said to the vine, 'Come and reign over us.'"	vine	0.1607142857142857	1	49.18309783935547
869	3MDKGGG61QN9VQV6TMI8OKWZ4AU6T5	bible	Go to the ant, you sluggard.	ant	0.175	1	3490.251708984375
846	33EEIIWHK77HI0IFDQWLV71B1UEQVQ	bible	But I have a few things against you, because you have there some who hold the teaching of Balaam, who taught Balak to throw a stumbling block before the children of Israel, to eat things sacrificed to idols, and to commit sexual immorality.	teaching	0.17307692307692307	1	1482.1436767578125
563	3D5G8J4N5A4UAGA7UUQG0CCYL3QTVO	bible	Now after some years, I came to bring gifts for the needy to my nation, and offerings;	nation	0.171875	1	3365.0712890625
946	341H3G5YF0EA3RIQXPR917NPC3TZ0C	bible	Therefore thus says the Lord Yahweh: Behold, I am against Pharaoh king of Egypt, and will break his arms, the strong [arm], and that which was broken; and I will cause the sword to fall out of his hand.	arms	0.18333333333333332	1	754.1328125
713	3ECKRY5B1QWLAMZ61FGF7BNLYXAZI7	bible	The young lions roar after their prey, and seek their food from God.	lions	0.1607142857142857	1	6532.38134765625
356	3GL25Y6843UI1APILCQM2JER746XMU	bible	"Moses said to Hobab, the son of Reuel the Midianite, Moses' father-in-law, ""We are journeying to the place of which Yahweh said, 'I will give it to you.'"	son	0.15789473684210525	1	22.898040771484375
303	33NKDW9FFXI5SODR8NW8ZN9FDSTCXM	bible	In that day the beautiful virgins and the young men will faint for thirst.	thirst	0.09999999999999998	1	8.676767349243164
368	3VAOOVPI3ZS3VYQ87HMJRC4F0S2LLU	bible	The man called his wife Eve, because she was the mother of all living.	Eve	0.1111111111111111	1	341.1942138671875
1086	39RRBHZ0AU1QWSJ60MFYM0DF6ZCZVA	bible	The Nazirite shall shave the head of his separation at the door of the Tent of Meeting, and shall take the hair of the head of his separation, and put it on the fire which is under the sacrifice of peace offerings.	offerings	0.2	1	16.847118377685547
21	3Y3CZJSZ9KT0W7I0KE38WZHHKUM5RB	bible	"But for the cowardly, unbelieving, sinners, abominable, murderers, sexually immoral, sorcerers, idolaters, and all liars, their part is in the lake that burns with fire and sulfur, which is the second death."""	fire	0.13333333333333336	1	1.0124107599258423
345	36BTXXLZ2V8I0OE069KYR7B3KWR4R1	bible	"He will turn the hearts of the fathers to the children, and the hearts of the children to their fathers, lest I come and strike the earth with a curse."""	earth	0.10714285714285716	1	2.8687264919281006
191	37ZQELHEQ0YDPGBEJ63D4HNT5QWNM0	bible	Yahweh's curse is in the house of the wicked, but he blesses the habitation of the righteous.	curse	0.07500000000000001	1	3261.529541015625
386	39I4RL8QGJH5BU0XA484D39XXNH4HS	bible	Our fathers found no food.	fathers	0.16666666666666669	1	4195.75390625
428	3OND0WXMHWFN3WXQZAKHMPLOAESEHT	bible	Because you can't hear my word.	word	0.125	1	112.5660629272461
