	id	corpus	sentence	token	complexity	class	ppl
45	3TC2K6WK9G22F5KH3MVA7BJ0ASD827	bible	"""'In the beginnings of your months you shall offer a burnt offering to Yahweh: two young bulls, and one ram, seven male lambs a year old without blemish;"	male lambs	0.2333333333333333	2	18.04409408569336
46	3SZYX62S5G0QEOYLB052RIQHJIY57I	bible	"You shall tread on their high places."""	high places	0.16249999999999998	1	83.55926513671875
47	37S0QRNUFBGD1KM6J34BH2W3WS588A	bible	one male goat, to make atonement for you.	male goat	0.16666666666666669	1	85.84274291992188
48	3UDTAB6HH6ZVX00DTRXAOJLWX0A90C	bible	They shall build the old wastes, they shall raise up the former desolations, and they shall repair the waste cities, the desolations of many generations.	many generations	0.16666666666666669	1	21.77275276184082
49	3Z56AA6EK405IV5MKPHW2617A236M9	bible	It happened, before Isaiah had gone out into the middle part of the city, that the word of Yahweh came to him, saying,	middle part	0.16666666666666669	1	19.952669143676758
50	386659BNTLHD8VXIPEIH9D3DZON10W	bible	Yahweh has accomplished his wrath, he has poured out his fierce anger; He has kindled a fire in Zion, which has devoured its foundations.	fierce anger	0.16666666666666669	1	25.578317642211914
51	30UZJB2POHC8D5XY9O2CE1E1EGC53D	bible	My people, go away from the midst of her, and save yourselves every man from the fierce anger of Yahweh.	fierce anger	0.1923076923076923	1	33.27280807495117
52	3I6NF2WGIGW97H9M439WXV3AILH5GL	bible	Now it is in my heart to make a covenant with Yahweh, the God of Israel, that his fierce anger may turn away from us.	fierce anger	0.2631578947368421	2	12.677611351013184
53	3B9J25CZ25DXW7RSEDQL0FSNYDXCSK	bible	So Jonathan arose from the table in fierce anger, and ate no food the second day of the month; for he was grieved for David, because his father had done him shame.	fierce anger	0.44318181818181823	3	28.17462730407715
54	3JUDR1D0D6R8L9KDPGCAT2404YZ2QC	bible	Because indeed a notable miracle has been done through them, as can be plainly seen by all who dwell in Jerusalem, and we can't deny it.	notable miracle	0.175	1	37.172550201416016
55	35YHTYFL1G3KRBS6ZALRJ8XXUUJFV3	bible	"neither will I cause the feet of Israel to wander any more out of the land which I gave their fathers, if only they will observe to do according to all that I have commanded them, and according to all the law that my servant Moses commanded them."""	servant Moses	0.175	1	11.538790702819824
56	3S4TINXCC0NZOA7TTWDH5QC4J3TBOE	bible	Israel saw the great work which Yahweh did to the Egyptians, and the people feared Yahweh; and they believed in Yahweh, and in his servant Moses.	servant Moses	0.25	2	15.496969223022461
57	3PZDSVZ3J5HXLQM8D23HIN6TJ17N45	bible	"If you forsake Yahweh, and serve foreign gods, then he will turn and do you evil, and consume you, after he has done you good."""	foreign gods	0.175	1	20.981204986572266
58	3J6BHNX0U9SIZSBBYUQXP4VPGNXNKV	bible	who struck many nations, and killed mighty kings,	mighty kings	0.18333333333333326	1	147.02197265625
59	3KI0JD2ZU1IMXSYZGJF7JO4HFD867Y	bible	Who shall deliver us out of the hand of these mighty gods?	mighty gods	0.1842105263157895	1	28.77384376525879
60	34R0BODSP1ZBN3DVY8J8XSIY5525E4	bible	Let another man praise you, and not your own mouth; a stranger, and not your own lips.	own lips	0.19117647058823528	1	14.957118034362793
61	3PMR2DOWOO1TV1G2927VO667SG854Y	bible	Behold, I give the oxen for burnt offerings, and the threshing instruments for wood, and the wheat for the meal offering.	meal offering	0.1923076923076923	1	22.0529727935791
62	30F94FBDNRKF12C1PDZGZ0IRIBABT0	bible	with the tenth part of an ephah of fine flour for a meal offering, mixed with the fourth part of a hin of beaten oil.	meal offering	0.29166666666666663	2	25.094005584716797
63	3Z8UJEJOCZDRESZACEFTQHJ30CU937	bible	gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, after the shekel of the sanctuary; both of them full of fine flour mixed with oil for a meal offering;	meal offering	0.3611111111111112	2	23.278152465820312
64	37VUR2VJ6APX2NSY1UB14E5E8DJ1CO	bible	But when Ahaziah the king of Judah saw this, he fled by the way of the garden house.	garden house	0.1944444444444444	1	41.351287841796875
65	3VDI8GSXAFTSUZSO21GZ9FD1KBI8GQ	bible	We heard this voice come out of heaven when we were with him on the holy mountain.	holy mountain	0.1944444444444444	1	24.74397850036621
66	3ZLW647WALVGE8EBR50EGUBPU6L32A	bible	You were the anointed cherub who covers: and I set you, [so that] you were on the holy mountain of God; you have walked up and down in the midst of the stones of fire.	holy mountain	0.25	2	15.672009468078613
67	3XEDXEGFX3OFEWJ4XOOZESZC8UN0KY	bible	As a roaring lion or a charging bear, so is a wicked ruler over helpless people.	wicked ruler	0.19642857142857145	1	100.6649169921875
68	3GKAWYFRAPTAO7HEMSH2PG5UWT1DP4	bible	"Turn again your hand as a grape gatherer into the baskets."""	grape gatherer	0.2	1	354.43310546875
69	3ZG552ORAM40QHGUBF6KZP38LQE2V6	bible	It came to pass that, when the sun went down, and it was dark, behold, a smoking furnace, and a flaming torch passed between these pieces.	flaming torch	0.2	1	20.255008697509766
70	33TGB4G0LPHME5F2U9RYOX9J1EYXTV	bible	In that day I will make the chieftains of Judah like a pan of fire among wood, and like a flaming torch among sheaves; and they will devour all the surrounding peoples, on the right hand and on the left; and Jerusalem will yet again dwell in their own place, even in Jerusalem.	flaming torch	0.30000000000000004	2	28.97701072692871
71	338GLSUI43B4ZJB25FGM8LDQVQPFSY	bible	Deliver my soul from the sword, my precious life from the power of the dog.	precious life	0.2	1	44.11911392211914
72	35YHTYFL1G3KRBS6ZALRJ8XXUUIVFI	bible	Then he said to me, These waters issue forth toward the eastern region, and shall go down into the Arabah; and they shall go toward the sea; into the sea [shall the waters go] which were made to issue forth; and the waters shall be healed.	eastern region	0.2	1	23.768953323364258
73	33BFF6QPI1B2QOCI5PPL41REYDF3WR	bible	She teaches and seduces my servants to commit sexual immorality, and to eat things sacrificed to idols.	sexual immorality	0.2	1	22.14833641052246
74	30EV7DWJTVV5CCU03S57W1OEJCHY6R	bible	The kings of the earth, who committed sexual immorality and lived wantonly with her, will weep and wail over her, when they look at the smoke of her burning,	sexual immorality	0.25	2	17.360319137573242
75	3DA79LNS59VAY78OAKKAHHKFUJX3T1	bible	being filled with all unrighteousness, sexual immorality, wickedness, covetousness, malice; full of envy, murder, strife, deceit, evil habits, secret slanderers,	sexual immorality	0.2894736842105263	2	7.1213059425354
76	34O39PNDK682LNZ9LOULZLH9UQDBRN	bible	I gave her time to repent, but she refuses to repent of her sexual immorality.	sexual immorality	0.325	2	16.99428939819336
77	3ABAOCJ4R84YSDO6ZYVU8BIYA3FQMQ	bible	but I tell you that whoever puts away his wife, except for the cause of sexual immorality, makes her an adulteress; and whoever marries her when she is put away commits adultery.	sexual immorality	0.33333333333333337	2	6.516549587249756
78	3GV1I4SEO9PLCDN1KDGH2TMIAXD6L7	bible	Therefore their way shall be to them as slippery places in the darkness: they shall be driven on, and fall therein; for I will bring evil on them, even the year of their visitation, says Yahweh.	slippery places	0.2	1	38.70870590209961
79	3MYASTQBG7BVOJITM5WRPLV41PNDQV	bible	There is no other god.	other god	0.2	1	40.42430114746094
80	3TLFH2L6Y9OLDPC56K65Y7FNO5XT2G	bible	"""'Or if anyone touches any unclean thing, whether it is the carcass of an unclean animal, or the carcass of unclean livestock, or the carcass of unclean creeping things, and it is hidden from him, and he is unclean, then he shall be guilty."	unclean livestock	0.2	1	9.601164817810059
81	33EEIIWHK77HI0IFDQWLV71B1WRVQC	bible	"The right hand of Yahweh does valiantly!"""	right hand	0.2023809523809524	2	111.52067565917969
82	3GV1I4SEO9PLCDN1KDGH2TMIAXDL6M	bible	For David says concerning him, 'I saw the Lord always before my face, For he is on my right hand, that I should not be moved.	right hand	0.29166666666666663	2	21.55170440673828
83	32XN26MTXZJQY21MIO00TSCRXURL0L	bible	Don't turn from it to the right hand or to the left, that you may have good success wherever you go.	right hand	0.3970588235294118	2	32.00568389892578
84	3D42WVSDH8V1V5NB4L8BQ71RCBKYFU	bible	the great trials which your eyes saw, the signs, and those great wonders:	great wonders	0.2083333333333333	2	85.34439849853516
85	3JMQI2OLFZ5ALM516D4ALR0ZWE0DN8	bible	For all the armor of the armed man in the noisy battle, and the garments rolled in blood, will be for burning, fuel for the fire.	noisy battle	0.21052631578947367	2	75.462158203125
86	39XCQ6V3KY47AOKGSQ0AL4QLO7E56J	bible	The honorable man, he lived in it.	honorable man	0.21052631578947367	2	142.0279998779297
87	31GECDVA9JM3TSKUX9AFDA4LK2O66Z	bible	The poor person is shunned even by his own neighbor, but the rich person has many friends.	many friends	0.21052631578947367	2	24.101240158081055
88	3ZG552ORAM40QHGUBF6KZP38LQDV2Y	bible	For you have struck all of my enemies on the cheek bone.	cheek bone	0.2115384615384616	2	89.17008972167969
89	3CKVGCS3PG5D2FWC2XX15EQMPO00SF	bible	gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, after the shekel of the sanctuary; both of them full of fine flour mixed with oil for a meal offering;	silver bowl	0.2125	2	23.278152465820312
90	3X0EMNLXEPPWIOH0DDHWV2B1W05VPL	bible	As an offering of firstfruits you shall offer them to Yahweh: but they shall not ascend for a pleasant aroma on the altar.	pleasant aroma	0.2125	2	44.65056610107422
91	3X2LT8FDHWIORLIOH6KHVIZPEZ78WO	bible	It is a burnt offering, an offering made by fire, of a pleasant aroma to Yahweh.	pleasant aroma	0.225	2	18.332674026489258
92	3ULIZ0H1VA5C32JJMKOTQ8Z4GWY51L	bible	You shall offer the meal offering in baked pieces for a pleasant aroma to Yahweh.	pleasant aroma	0.23214285714285715	2	92.36752319335938
93	39KV3A5D187RKQWWNWIAKT09X267SM	bible	"""'All who are native-born shall do these things in this way, in offering an offering made by fire, of a pleasant aroma to Yahweh."	pleasant aroma	0.25	2	32.46051788330078
94	37MQ8Z1JQEWHUBBZGQT46O7237G2YF	bible	As a pleasant aroma will I accept you, when I bring you out from the peoples, and gather you out of the countries in which you have been scattered; and I will be sanctified in you in the sight of the nations.	pleasant aroma	0.2727272727272727	2	21.0944766998291
95	356ZPKYPUHHDMIC5IO4G21FVEH7PYO	bible	brought beds, basins, earthen vessels, wheat, barley, meal, parched grain, beans, lentils, roasted grain,	roasted grain	0.2142857142857143	2	31.177167892456055
96	3XQ4XW3OD9CKYPZQHK1FO2J1MMK2S1	bible	It happened on the next day, that Moses went into the tent of the testimony; and behold, the rod of Aaron for the house of Levi was budded, and put forth buds, and produced blossoms, and bore ripe almonds.	ripe almonds	0.21666666666666667	2	25.321605682373047
97	3UUSLRKAUL3LI1DEQ6NLPUE9WZW7DS	bible	By the border of Benjamin, from the east side to the west side, Simeon, one [portion].	west side	0.21666666666666667	2	81.72379302978516
98	3E22YV8GG16JAJ8RBMV5LLHOAX3NPW	bible	God made the two great lights: the greater light to rule the day, and the lesser light to rule the night.	great lights	0.2222222222222222	2	4.665068626403809
99	3P888QFVX3UMSG9ICEA70F7353UQO5	bible	"""Surely not one of these men of this evil generation shall see the good land, which I swore to give to your fathers,"	evil generation	0.2222222222222222	2	27.099552154541016
100	3ZUE82NE0A1MGZWTRHAHRUDPJWI8FR	bible	He built towers in the wilderness, and dug out many cisterns, for he had much livestock; in the lowland also, and in the plain: and he had farmers and vineyard keepers in the mountains and in the fruitful fields; for he loved farming.	fruitful fields	0.2222222222222222	2	28.646705627441406
101	35A1YQPVFEGN38FHUR9ZI7GQXY9I5Q	bible	A wicked messenger falls into trouble, but a trustworthy envoy gains healing.	wicked messenger	0.22368421052631576	2	497.4639892578125
102	324N5FAHSXBV7XKK0LCOZLP22QZKV9	bible	"Saul said to him, ""Whose son are you, you young man?"""	young man	0.22368421052631576	2	23.806283950805664
103	3AJA9FLWSCYF558603M84J73MSMIF8	bible	Don't you be like your fathers, to whom the former prophets proclaimed, saying: Thus says Yahweh of Armies, 'Return now from your evil ways, and from your evil doings;' but they did not hear, nor listen to me, says Yahweh.	evil doings	0.22368421052631576	2	18.339754104614258
104	39XCQ6V3KY47AOKGSQ0AL4QLO7D65J	bible	>> Make a joyful shout to God, all the earth!	joyful shout	0.22368421052631576	2	122.79857635498047
105	3M47JKRKCX1QX63IQO7DXO0CQXE68L	bible	"The commanding officer answered, ""I bought my citizenship for a great price."""	commanding officer	0.225	2	65.9402084350586
106	3CO05SML7V5110WZN8XWF4LQ3MH0RR	bible	kill utterly the old man, the young man and the virgin, and little children and women; but don't come near any man on whom is the mark: and begin at my sanctuary.	little children	0.225	2	31.836143493652344
107	3VP28W7DUNK10VXG07AU4EATI5PFZ3	bible	and a tenth part of fine flour mixed with oil for a meal offering to every lamb; for a burnt offering of a pleasant aroma, an offering made by fire to Yahweh.	burnt offering	0.225	2	41.56361770629883
108	3LOJFQ4BOXF9DGKY90CUTZJV2JWDK4	bible	He shall flay the burnt offering, and cut it into pieces.	burnt offering	0.3611111111111112	2	19.53476905822754
109	3I6NF2WGIGW97H9M439WXV3AILHG5W	bible	The priest shall burn the whole on the altar, for a burnt offering, an offering made by fire, of a pleasant aroma to Yahweh.	burnt offering	0.3888888888888888	2	18.719449996948242
110	302OLP89DZ7TWB5YXD4UFFYHC7QACM	bible	He washed the innards and the legs, and burned them on the burnt offering on the altar.	burnt offering	0.4027777777777778	3	44.487178802490234
111	3E9ZFLPWOYSW5RZR0XSUAQ7AQXIIXZ	bible	The burnt offering that the prince shall offer to Yahweh shall be on the Sabbath day six lambs without blemish and a ram without blemish;	burnt offering	0.4305555555555556	3	18.182710647583008
112	3VZYA8PITOYCWDY1Q1KTC3GUB4S05D	bible	I will give thanks to you with uprightness of heart, when I learn your righteous judgments.	righteous judgments	0.225	2	39.71602249145508
113	3C8QQOM6JP115XI2MEP6ZWCNJO8ILD	bible	Yahweh, a merciful and gracious God, slow to anger, and abundant in loving kindness and truth,	gracious God	0.23214285714285715	2	12.79417610168457
114	3B9XR6P1WEVLNZGWDJLCXUVIK9JBJV	bible	The threshing floors will be full of wheat, and the vats will overflow with new wine and oil.	new wine	0.23214285714285715	2	25.47086524963379
115	3AXFSPQOYQYB0GSCIL78GKM3Z7CFJI	bible	and shall eat the fruit of your livestock, and the fruit of your ground, until you are destroyed; that also shall not leave you grain, new wine, or oil, the increase of your livestock, or the young of your flock, until they have caused you to perish.	new wine	0.40909090909090906	3	14.390695571899414
116	34F34TZU7WZRZMG0UQS1W1SEQ372JL	bible	He went out the second day, and behold, two men of the Hebrews were fighting with each other.	second day	0.2333333333333333	2	17.12649154663086
117	3UY4PIS8QRLGTRPPQKKFKPZQ7HXN1S	bible	The king spoke and said to the wise men of Babylon, Whoever shall read this writing, and show me its interpretation, shall be clothed with purple, and have a chain of gold about his neck, and shall be the third ruler in the kingdom.	third ruler	0.2333333333333333	2	16.378582000732422
118	3QQUBC64ZEEOJSAIXD5MFY3RCWCXNU	bible	The earth and all its inhabitants quake.	inhabitants quake	0.2333333333333333	2	83.94188690185547
119	3ICOHX7ENCBCSWRU12DWGXM7OXR0EE	bible	They had then a notable prisoner, called Barabbas.	notable prisoner	0.2361111111111111	2	120.86121368408203
120	32PT7WK7DMF3HICROUKVCD2TRXA3DJ	bible	"Now hear me therefore, and send back the captives, that you have taken captive from your brothers; for the fierce wrath of Yahweh is on you."""	fierce wrath	0.2361111111111111	2	37.21630096435547
121	3TLFH2L6Y9OLDPC56K65Y7FNO5Y2TQ	bible	Because you didn't obey the voice of Yahweh, and didn't execute his fierce wrath on Amalek, therefore Yahweh has done this thing to you this day.	fierce wrath	0.33333333333333337	2	17.289684295654297
122	338GLSUI43B4ZJB25FGM8LDQVQOFSX	bible	But first, he must suffer many things and be rejected by this generation.	many things	0.2361111111111111	2	56.027130126953125
123	33NOQL7T9OZSLGNTST4OUMT7V1B8ZE	bible	A loving doe and a graceful deer-- let her breasts satisfy you at all times.	graceful deer	0.2361111111111111	2	147.0059814453125
124	3YD0MU1NC21NKUA26WWJZT63BWZA7T	bible	and whoever doesn't fall down and worship shall be cast into the midst of a burning fiery furnace.	fiery furnace	0.2368421052631579	2	32.83620834350586
125	3CMIQF80GNQW3A3ECIODJFLCK306QW	bible	These three men, Shadrach, Meshach, and Abednego, fell down bound into the midst of the burning fiery furnace.	fiery furnace	0.325	2	13.484807968139648
126	3HYV4299H0WUALWXW6QB9CSP7V38E9	bible	For we have spent enough of our past time doing the desire of the Gentiles, and having walked in lewdness, lusts, drunken binges, orgies, carousings, and abominable idolatries.	drunken binges	0.2368421052631579	2	22.811609268188477
127	3UEDKCTP9VQTW7JOIN98T79ZG8T7K5	bible	He shall put on the holy linen coat, and he shall have the linen breeches on his body, and shall put on the linen sash, and he shall be clothed with the linen turban.	linen sash	0.25	2	9.345916748046875
128	37NXA7GVST66R322LLOPEL2HRQ4VLN	bible	They shall eat it with bitter herbs.	bitter herbs	0.25	2	62.636619567871094
129	3CMIQF80GNQW3A3ECIODJFLCK30Q6G	bible	In the second month, on the fourteenth day at evening they shall keep it; they shall eat it with unleavened bread and bitter herbs.	bitter herbs	0.3666666666666667	2	21.84632110595703
130	3VI0PC2ZAYK61DAUYS5ZUN3W26HXO9	bible	The natives showed us uncommon kindness; for they kindled a fire, and received us all, because of the present rain, and because of the cold.	uncommon kindness	0.25	2	35.26689910888672
131	3FVBZG9CLJEOC6IWR3L210JKGDJ0HU	bible	Why have they provoked me to anger with their engraved images, and with foreign vanities?	engraved images	0.25	2	88.13257598876953
132	31D0ZWOD0AZ92JAILXBAKEWG3ITA0T	bible	I will cut off your engraved images and your pillars out of your midst; and you shall no more worship the work of your hands.	engraved images	0.2666666666666667	2	36.36509323120117
133	3QI9WAYOGQB8GQIR4MDIEF0D2RL6SL	bible	As my hand has found the kingdoms of the idols, whose engraved images exceeded those of Jerusalem and of Samaria;	engraved images	0.4166666666666666	3	112.74629211425781
134	3APP19WN71E5QL909MJ1P1HAEGRG6B	bible	Therefore behold, the days come, says Yahweh, that I will execute judgment on her engraved images; and through all her land the wounded shall groan.	engraved images	0.4166666666666666	3	38.74230194091797
135	3T6EIBTM9LO53W80DZ839K8TC45AAK	bible	But the wicked are like the troubled sea; for it can't rest, and its waters cast up mire and dirt.	troubled sea	0.25	2	42.94934844970703
136	3HXK2V1N4KFH8KQZMK7YZO0YYBQ2GH	bible	"But it happened after a while, in the time of wheat harvest, that Samson visited his wife with a young goat; and he said, ""I will go in to my wife into the room."""	wheat harvest	0.25	2	26.816482543945312
137	3OWZNK3RYLP0D2RU6PWF331P7J52UH	bible	The west border was to the shore of the great sea.	west border	0.25	2	141.7764129638672
